Skipping chr1:1-9898, already analyzed...
Skipping chr1:11505303-11505959, already analyzed...
Skipping chr1:11506460-11508211, already analyzed...
Skipping chr1:11508712-11510171, already analyzed...
Skipping chr1:11510672-11511256, already analyzed...
Skipping chr1:11511757-11513505, already analyzed...
Skipping chr1:11514006-11515041, already analyzed...
Skipping chr1:11515542-11516568, already analyzed...
Skipping chr1:11517069-11518650, already analyzed...
Skipping chr1:11519151-11519869, already analyzed...
Skipping chr1:11520370-11521540, already analyzed...
Skipping chr1:11522041-11523044, already analyzed...
Skipping chr1:11523545-11524233, already analyzed...
Skipping chr1:11524734-11525721, already analyzed...
Skipping chr1:11526222-11526740, already analyzed...
Skipping chr1:11527241-11528063, already analyzed...
Skipping chr1:11528564-11530509, already analyzed...
Skipping chr1:11531010-11531899, already analyzed...
Skipping chr1:11532400-11533292, already analyzed...
Skipping chr1:11533793-11534739, already analyzed...
Skipping chr1:11535240-11536152, already analyzed...
Skipping chr1:11536653-11545580, already analyzed...
Skipping chr1:11546081-11546914, already analyzed...
Skipping chr1:11547415-11547925, already analyzed...
Skipping chr1:11548426-11549367, already analyzed...
Skipping chr1:11549868-11550444, already analyzed...
Skipping chr1:11550945-11551681, already analyzed...
Skipping chr1:11552182-11552805, already analyzed...
Skipping chr1:11553306-11553985, already analyzed...
Skipping chr1:11554486-11555878, already analyzed...
Skipping chr1:11556379-11556878, already analyzed...
Skipping chr1:11557379-11557982, already analyzed...
Skipping chr1:11558483-11559270, already analyzed...
Skipping chr1:11559771-11560207, already analyzed...
Skipping chr1:11560708-11561992, already analyzed...
Skipping chr1:11562493-11563252, already analyzed...
Skipping chr1:11563753-11565696, already analyzed...
Skipping chr1:11566197-11568507, already analyzed...
Skipping chr1:11569008-11571084, already analyzed...
Skipping chr1:11571585-11573767, already analyzed...
Skipping chr1:11574268-11575016, already analyzed...
Skipping chr1:11575517-11576602, already analyzed...
Skipping chr1:11577103-11578903, already analyzed...
Skipping chr1:11579404-11579923, already analyzed...
Skipping chr1:11580424-11582248, already analyzed...
Skipping chr1:11582749-11583472, already analyzed...
Skipping chr1:11583973-11584582, already analyzed...
Skipping chr1:11585083-11585947, already analyzed...
Skipping chr1:11586448-11587665, already analyzed...
Skipping chr1:11588166-11590637, already analyzed...
Skipping chr1:11591138-11592030, already analyzed...
Skipping chr1:11592531-11593262, already analyzed...
Skipping chr1:11593763-11595096, already analyzed...
Skipping chr1:11595597-11597094, already analyzed...
Skipping chr1:11597595-11598450, already analyzed...
Skipping chr1:11598951-11599657, already analyzed...
Skipping chr1:11600158-11600866, already analyzed...
Skipping chr1:11601367-11601976, already analyzed...
Skipping chr1:11602477-11604194, already analyzed...
Skipping chr1:11604695-11605911, already analyzed...
Skipping chr1:11606412-11606975, already analyzed...
Skipping chr1:11607476-11608113, already analyzed...
Skipping chr1:11608614-11610116, already analyzed...
Skipping chr1:11610617-11611640, already analyzed...
Skipping chr1:11612141-11613069, already analyzed...
Skipping chr1:11613570-11614793, already analyzed...
Skipping chr1:11615294-11615876, already analyzed...
Skipping chr1:11616377-11616905, already analyzed...
Skipping chr1:11617406-11617921, already analyzed...
Skipping chr1:11618422-11619068, already analyzed...
Skipping chr1:11619569-11621211, already analyzed...
Skipping chr1:11621712-11623156, already analyzed...
Skipping chr1:11623657-11624902, already analyzed...
Skipping chr1:11625403-11626033, already analyzed...
Skipping chr1:11626534-11627229, already analyzed...
Skipping chr1:11627730-11628136, already analyzed...
Skipping chr1:11628637-11629759, already analyzed...
Skipping chr1:11630260-11630961, already analyzed...
Skipping chr1:11631462-11631952, already analyzed...
Skipping chr1:11632453-11632966, already analyzed...
Skipping chr1:11633467-11634059, already analyzed...
Skipping chr1:11634560-11635169, already analyzed...
Skipping chr1:11635670-11636650, already analyzed...
Skipping chr1:11637151-11637863, already analyzed...
Skipping chr1:11638364-11639108, already analyzed...
Skipping chr1:11639609-11640632, already analyzed...
Skipping chr1:11641133-11642166, already analyzed...
Skipping chr1:11642667-11643590, already analyzed...
Skipping chr1:11644091-11645269, already analyzed...
Skipping chr1:11645770-11646906, already analyzed...
Skipping chr1:11647407-11648316, already analyzed...
Skipping chr1:11648817-11649424, already analyzed...
Skipping chr1:11649925-11650917, already analyzed...
Skipping chr1:11651418-11652130, already analyzed...
Skipping chr1:11652631-11653847, already analyzed...
Skipping chr1:11654348-11655559, already analyzed...
Skipping chr1:11656060-11657049, already analyzed...
Skipping chr1:11657550-11658168, already analyzed...
Skipping chr1:11658669-11660281, already analyzed...
Skipping chr1:11660782-11662508, already analyzed...
Skipping chr1:11663009-11664509, already analyzed...
Skipping chr1:11665010-11665796, already analyzed...
Skipping chr1:11666297-11667159, already analyzed...
Skipping chr1:11667660-11668333, already analyzed...
Skipping chr1:11668834-11669788, already analyzed...
Skipping chr1:11670289-11671304, already analyzed...
Skipping chr1:11671805-11672734, already analyzed...
Skipping chr1:11673235-11674117, already analyzed...
Skipping chr1:11674618-11675315, already analyzed...
Skipping chr1:11675816-11677567, already analyzed...
Skipping chr1:11678068-11679210, already analyzed...
Skipping chr1:11679711-11680569, already analyzed...
Skipping chr1:11681070-11682039, already analyzed...
Skipping chr1:11682540-11685701, already analyzed...
Skipping chr1:11686202-11687378, already analyzed...
Skipping chr1:11687879-11688792, already analyzed...
Skipping chr1:11689293-11691443, already analyzed...
Skipping chr1:11691944-11692815, already analyzed...
Skipping chr1:11693316-11694089, already analyzed...
Skipping chr1:11694590-11695674, already analyzed...
Skipping chr1:11696175-11696790, already analyzed...
Skipping chr1:11697291-11698306, already analyzed...
Skipping chr1:11698807-11699262, already analyzed...
Skipping chr1:11699763-11700271, already analyzed...
Skipping chr1:11700772-11701334, already analyzed...
Skipping chr1:11701835-11702615, already analyzed...
Skipping chr1:11703116-11703741, already analyzed...
Skipping chr1:11704242-11705053, already analyzed...
Skipping chr1:11705554-11707431, already analyzed...
Skipping chr1:11707932-11712160, already analyzed...
Skipping chr1:11712661-11714274, already analyzed...
Skipping chr1:11714775-11717101, already analyzed...
Skipping chr1:11717602-11719857, already analyzed...
Skipping chr1:11720358-11722895, already analyzed...
Skipping chr1:11723396-11725387, already analyzed...
Skipping chr1:11725888-11727023, already analyzed...
Skipping chr1:11727524-11731871, already analyzed...
Skipping chr1:11732372-11733205, already analyzed...
Skipping chr1:11733706-11736119, already analyzed...
Skipping chr1:11736620-11739837, already analyzed...
Skipping chr1:11740338-11744071, already analyzed...
Skipping chr1:11744572-11746198, already analyzed...
Skipping chr1:11746699-11749339, already analyzed...
Skipping chr1:11749840-11751720, already analyzed...
Skipping chr1:11752221-11752908, already analyzed...
Skipping chr1:11753409-11755102, already analyzed...
Skipping chr1:11755603-11758541, already analyzed...
Skipping chr1:11759042-11761437, already analyzed...
Skipping chr1:11761938-11764245, already analyzed...
Skipping chr1:11764746-11766141, already analyzed...
Skipping chr1:11766642-11768072, already analyzed...
Skipping chr1:11768573-11770337, already analyzed...
Skipping chr1:11770838-11772606, already analyzed...
Skipping chr1:11773107-11775114, already analyzed...
Skipping chr1:11775615-11778194, already analyzed...
Skipping chr1:11778695-11780982, already analyzed...
Skipping chr1:11781483-11782034, already analyzed...
Skipping chr1:11782535-11783249, already analyzed...
Skipping chr1:11783750-11785335, already analyzed...
Skipping chr1:11785836-11788938, already analyzed...
Skipping chr1:11789439-11791179, already analyzed...
Skipping chr1:11791680-11793046, already analyzed...
Skipping chr1:11793547-11795313, already analyzed...
Skipping chr1:11795814-11797772, already analyzed...
Skipping chr1:11798273-11800407, already analyzed...
Skipping chr1:11800908-11801645, already analyzed...
Skipping chr1:11802146-11802699, already analyzed...
Skipping chr1:11803200-11804629, already analyzed...
Skipping chr1:11805130-11806050, already analyzed...
Skipping chr1:11806551-11808581, already analyzed...
Skipping chr1:11809082-11812167, already analyzed...
Skipping chr1:11812668-11816196, already analyzed...
Skipping chr1:11816697-11818954, already analyzed...
Skipping chr1:11819455-11821191, already analyzed...
Skipping chr1:11821692-11823978, already analyzed...
Skipping chr1:11824479-11825363, already analyzed...
Skipping chr1:11825864-11828347, already analyzed...
Skipping chr1:11828848-11830004, already analyzed...
Skipping chr1:11830505-11831278, already analyzed...
Skipping chr1:11831779-11835334, already analyzed...
Skipping chr1:11835835-11838295, already analyzed...
Skipping chr1:11838796-11840746, already analyzed...
Skipping chr1:11841247-11843400, already analyzed...
Skipping chr1:11843901-11848435, already analyzed...
Skipping chr1:11848936-11849726, already analyzed...
Skipping chr1:11850227-11851067, already analyzed...
Skipping chr1:11851568-11853912, already analyzed...
Skipping chr1:11854413-11855270, already analyzed...
Skipping chr1:11855771-11856366, already analyzed...
Skipping chr1:11856867-11858484, already analyzed...
Skipping chr1:11858985-11860855, already analyzed...
Skipping chr1:11861356-11863541, already analyzed...
Skipping chr1:11864042-11865244, already analyzed...
Skipping chr1:11865745-11866742, already analyzed...
Skipping chr1:11867243-11869022, already analyzed...
Skipping chr1:11869523-11870884, already analyzed...
Skipping chr1:11871385-11873449, already analyzed...
Skipping chr1:11873950-11877244, already analyzed...
Skipping chr1:11877745-11879216, already analyzed...
Skipping chr1:11879717-11881085, already analyzed...
Skipping chr1:11881586-11884144, already analyzed...
Skipping chr1:11884645-11886073, already analyzed...
Skipping chr1:11886574-11890568, already analyzed...
Skipping chr1:11891069-11892017, already analyzed...
Skipping chr1:11892518-11893781, already analyzed...
Skipping chr1:11894282-11897771, already analyzed...
Skipping chr1:11898272-11901095, already analyzed...
Skipping chr1:11901596-11902866, already analyzed...
Skipping chr1:11903367-11904188, already analyzed...
Skipping chr1:11904689-11906234, already analyzed...
Skipping chr1:11906735-11908095, already analyzed...
Skipping chr1:11908596-11910683, already analyzed...
Skipping chr1:11911184-11914573, already analyzed...
Skipping chr1:11915074-11916880, already analyzed...
Skipping chr1:11917381-11919865, already analyzed...
Skipping chr1:11920366-11922727, already analyzed...
Skipping chr1:11923228-11926870, already analyzed...
Skipping chr1:11927371-11929198, already analyzed...
Skipping chr1:11929699-11930736, already analyzed...
Skipping chr1:11931237-11932892, already analyzed...
Skipping chr1:11933393-11934447, already analyzed...
Skipping chr1:11934948-11937194, already analyzed...
Skipping chr1:11937695-11938809, already analyzed...
Skipping chr1:11939310-11942071, already analyzed...
Skipping chr1:11942572-11943770, already analyzed...
Skipping chr1:11944271-11945954, already analyzed...
Skipping chr1:11946455-11947835, already analyzed...
Skipping chr1:11948336-11949521, already analyzed...
Skipping chr1:11950022-11950848, already analyzed...
Skipping chr1:11951349-11953034, already analyzed...
Skipping chr1:11953535-11954394, already analyzed...
Skipping chr1:11954895-11956267, already analyzed...
Skipping chr1:11956768-11960775, already analyzed...
Skipping chr1:11961276-11963145, already analyzed...
Skipping chr1:11963646-11967886, already analyzed...
Skipping chr1:11968387-11968968, already analyzed...
Skipping chr1:11969469-11970954, already analyzed...
Skipping chr1:11971455-11973946, already analyzed...
Skipping chr1:11974447-11976099, already analyzed...
Skipping chr1:11976600-11979425, already analyzed...
Skipping chr1:11979926-11981353, already analyzed...
Skipping chr1:11981854-11983030, already analyzed...
Skipping chr1:11983531-11986027, already analyzed...
Skipping chr1:11986528-11989724, already analyzed...
Skipping chr1:11990225-11994720, already analyzed...
Skipping chr1:11995221-11997108, already analyzed...
Skipping chr1:11997609-11998676, already analyzed...
Skipping chr1:11999177-11999977, already analyzed...
Skipping chr1:12000478-12001845, already analyzed...
Skipping chr1:12002346-12004155, already analyzed...
Skipping chr1:12004656-12007649, already analyzed...
Skipping chr1:12008150-12009814, already analyzed...
Skipping chr1:12010315-12011946, already analyzed...
Skipping chr1:12012447-12015662, already analyzed...
Skipping chr1:12016163-12018565, already analyzed...
Skipping chr1:12019066-12022090, already analyzed...
Skipping chr1:12022591-12028049, already analyzed...
Skipping chr1:12028550-12031773, already analyzed...
Skipping chr1:12032274-12037504, already analyzed...
Skipping chr1:12038005-12039962, already analyzed...
Skipping chr1:12040463-12041190, already analyzed...
Skipping chr1:12041691-12044537, already analyzed...
Skipping chr1:12045038-12047253, already analyzed...
Skipping chr1:12047754-12048948, already analyzed...
Skipping chr1:12049449-12053400, already analyzed...
Skipping chr1:12053901-12055195, already analyzed...
Skipping chr1:12055696-12056971, already analyzed...
Skipping chr1:12057472-12059153, already analyzed...
Skipping chr1:12059654-12060617, already analyzed...
Skipping chr1:12061118-12062800, already analyzed...
Skipping chr1:12063301-12066206, already analyzed...
Skipping chr1:12066707-12068630, already analyzed...
Skipping chr1:12069131-12070132, already analyzed...
Skipping chr1:12070633-12073670, already analyzed...
Skipping chr1:12074171-12077081, already analyzed...
Skipping chr1:12077582-12079175, already analyzed...
Skipping chr1:12079676-12082740, already analyzed...
Skipping chr1:12083241-12084131, already analyzed...
Skipping chr1:12084632-12087277, already analyzed...
Skipping chr1:12087778-12090678, already analyzed...
Skipping chr1:12091179-12094761, already analyzed...
Skipping chr1:12095262-12096287, already analyzed...
Skipping chr1:12096788-12098264, already analyzed...
Skipping chr1:12098765-12100426, already analyzed...
Skipping chr1:12100927-12102083, already analyzed...
Skipping chr1:12102584-12105506, already analyzed...
Skipping chr1:12106007-12108869, already analyzed...
Skipping chr1:12109370-12111464, already analyzed...
Skipping chr1:12111965-12113675, already analyzed...
Skipping chr1:12114176-12117395, already analyzed...
Skipping chr1:12117896-12119633, already analyzed...
Skipping chr1:12120134-12122969, already analyzed...
Skipping chr1:12123470-12126867, already analyzed...
Skipping chr1:12127368-12131724, already analyzed...
Skipping chr1:12132225-12135217, already analyzed...
Skipping chr1:12135718-12137545, already analyzed...
Skipping chr1:12138046-12141276, already analyzed...
Skipping chr1:12141777-12143657, already analyzed...
Skipping chr1:12144158-12147462, already analyzed...
Skipping chr1:12147963-12152013, already analyzed...
Skipping chr1:12152514-12156545, already analyzed...
Skipping chr1:12157046-12157585, already analyzed...
Skipping chr1:12158086-12158975, already analyzed...
Skipping chr1:12159476-12161586, already analyzed...
Skipping chr1:12162087-12164385, already analyzed...
Skipping chr1:12164886-12168476, already analyzed...
Skipping chr1:12168977-12173992, already analyzed...
Skipping chr1:12174493-12177828, already analyzed...
Skipping chr1:12178329-12181175, already analyzed...
Skipping chr1:12181676-12185158, already analyzed...
Skipping chr1:12185659-12187035, already analyzed...
Skipping chr1:12187536-12188866, already analyzed...
Skipping chr1:12189367-12193895, already analyzed...
Skipping chr1:12194396-12198629, already analyzed...
Skipping chr1:12199130-12201035, already analyzed...
Skipping chr1:12201536-12208246, already analyzed...
Skipping chr1:12208747-12209831, already analyzed...
Skipping chr1:12210332-12215375, already analyzed...
Skipping chr1:12215876-12217895, already analyzed...
Skipping chr1:12218396-12220833, already analyzed...
Skipping chr1:12221334-12222462, already analyzed...
Skipping chr1:12222963-12225159, already analyzed...
Skipping chr1:12225660-12227507, already analyzed...
Skipping chr1:12228008-12228651, already analyzed...
Skipping chr1:12229152-12230735, already analyzed...
Skipping chr1:12231236-12234888, already analyzed...
Skipping chr1:12235389-12239777, already analyzed...
Skipping chr1:12240278-12241337, already analyzed...
Skipping chr1:12241838-12244073, already analyzed...
Skipping chr1:12244574-12250308, already analyzed...
Skipping chr1:12250809-12256239, already analyzed...
Skipping chr1:12256740-12259575, already analyzed...
Skipping chr1:12260076-12262064, already analyzed...
Skipping chr1:12262565-12267221, already analyzed...
Skipping chr1:12267722-12272596, already analyzed...
Skipping chr1:12273097-12273944, already analyzed...
Skipping chr1:12274445-12277756, already analyzed...
Skipping chr1:12278257-12279853, already analyzed...
Skipping chr1:12280354-12283439, already analyzed...
Skipping chr1:12283940-12285280, already analyzed...
Skipping chr1:12285781-12287741, already analyzed...
Skipping chr1:12288242-12292439, already analyzed...
Skipping chr1:12292940-12295468, already analyzed...
Skipping chr1:12295969-12298951, already analyzed...
Skipping chr1:12299452-12304685, already analyzed...
Skipping chr1:12305186-12309469, already analyzed...
Skipping chr1:12309970-12313158, already analyzed...
Skipping chr1:12313659-12318308, already analyzed...
Skipping chr1:12318809-12322063, already analyzed...
Skipping chr1:12322564-12323807, already analyzed...
Skipping chr1:12324308-12325335, already analyzed...
Skipping chr1:12325836-12329828, already analyzed...
Skipping chr1:12330329-12335531, already analyzed...
Skipping chr1:12336032-12341794, already analyzed...
Skipping chr1:12342295-12344052, already analyzed...
Skipping chr1:12344553-12346241, already analyzed...
Skipping chr1:12346742-12348327, already analyzed...
Skipping chr1:12348828-12350110, already analyzed...
Skipping chr1:12350611-12352607, already analyzed...
Skipping chr1:12353108-12355043, already analyzed...
Skipping chr1:12355544-12362946, already analyzed...
Skipping chr1:12363447-12368067, already analyzed...
Skipping chr1:12368568-12370400, already analyzed...
Skipping chr1:12370901-12372514, already analyzed...
Skipping chr1:12373015-12377573, already analyzed...
Skipping chr1:12378074-12380948, already analyzed...
Skipping chr1:12381449-12382329, already analyzed...
Skipping chr1:12382830-12385172, already analyzed...
Skipping chr1:12385673-12392954, already analyzed...
Skipping chr1:12393455-12395150, already analyzed...
Skipping chr1:12395651-12399660, already analyzed...
Skipping chr1:12400161-12401267, already analyzed...
Skipping chr1:12401768-12403286, already analyzed...
Skipping chr1:12403787-12406905, already analyzed...
Skipping chr1:12407406-12408894, already analyzed...
Skipping chr1:12409395-12411052, already analyzed...
Skipping chr1:12411553-12414083, already analyzed...
Skipping chr1:12414584-12419344, already analyzed...
Skipping chr1:12419845-12421509, already analyzed...
Skipping chr1:12422010-12424370, already analyzed...
Skipping chr1:12424871-12425795, already analyzed...
Skipping chr1:12426296-12428211, already analyzed...
Skipping chr1:12428712-12432905, already analyzed...
Skipping chr1:12433406-12434181, already analyzed...
Skipping chr1:12434682-12437183, already analyzed...
Skipping chr1:12437684-12438408, already analyzed...
Skipping chr1:12438909-12441322, already analyzed...
Skipping chr1:12441823-12444261, already analyzed...
Skipping chr1:12444762-12448554, already analyzed...
Skipping chr1:12449055-12452959, already analyzed...
Skipping chr1:12453460-12455394, already analyzed...
Skipping chr1:12455895-12458391, already analyzed...
Skipping chr1:12458892-12461747, already analyzed...
Skipping chr1:12462248-12466637, already analyzed...
Skipping chr1:12467138-12470538, already analyzed...
Skipping chr1:12471039-12472063, already analyzed...
Skipping chr1:12472564-12475520, already analyzed...
Skipping chr1:12476021-12477080, already analyzed...
Skipping chr1:12477581-12479761, already analyzed...
Skipping chr1:12480262-12482902, already analyzed...
Skipping chr1:12483403-12485608, already analyzed...
Skipping chr1:12486109-12487188, already analyzed...
Skipping chr1:12487689-12491257, already analyzed...
Skipping chr1:12491758-12494469, already analyzed...
Skipping chr1:12494970-12496539, already analyzed...
Skipping chr1:12497040-12497898, already analyzed...
Skipping chr1:12498399-12499949, already analyzed...
Skipping chr1:12500450-12503138, already analyzed...
Skipping chr1:12503639-12506652, already analyzed...
Skipping chr1:12507153-12510838, already analyzed...
Skipping chr1:12511339-12515462, already analyzed...
Skipping chr1:12515963-12517951, already analyzed...
Skipping chr1:12518452-12523394, already analyzed...
Skipping chr1:12523895-12526394, already analyzed...
Skipping chr1:12526895-12527585, already analyzed...
Skipping chr1:12528086-12531123, already analyzed...
Skipping chr1:12531624-12534112, already analyzed...
Skipping chr1:12534613-12536324, already analyzed...
Skipping chr1:12536825-12537389, already analyzed...
Skipping chr1:12537890-12539046, already analyzed...
Skipping chr1:12539547-12542670, already analyzed...
Skipping chr1:12543171-12544360, already analyzed...
Skipping chr1:12544861-12546436, already analyzed...
Skipping chr1:12546937-12550250, already analyzed...
Skipping chr1:12550751-12555693, already analyzed...
Skipping chr1:12556194-12557782, already analyzed...
Skipping chr1:12558283-12559933, already analyzed...
Skipping chr1:12560434-12561839, already analyzed...
Skipping chr1:12562340-12563996, already analyzed...
Skipping chr1:12564497-12567630, already analyzed...
Skipping chr1:12568131-12571751, already analyzed...
Skipping chr1:12572252-12573292, already analyzed...
Skipping chr1:12573793-12575003, already analyzed...
Skipping chr1:12575504-12580858, already analyzed...
Skipping chr1:12581359-12584441, already analyzed...
Skipping chr1:12584942-12587129, already analyzed...
Skipping chr1:12587630-12592179, already analyzed...
Skipping chr1:12592680-12596328, already analyzed...
Skipping chr1:12596829-12598502, already analyzed...
Skipping chr1:12599003-12600312, already analyzed...
Skipping chr1:12600813-12603181, already analyzed...
Skipping chr1:12603682-12606684, already analyzed...
Skipping chr1:12607185-12610051, already analyzed...
Skipping chr1:12610552-12614777, already analyzed...
Skipping chr1:12615278-12620951, already analyzed...
Skipping chr1:12621452-12622432, already analyzed...
Skipping chr1:12622933-12623940, already analyzed...
Skipping chr1:12624441-12626768, already analyzed...
Skipping chr1:12627269-12630208, already analyzed...
Skipping chr1:12630709-12632115, already analyzed...
Skipping chr1:12632616-12633586, already analyzed...
Skipping chr1:12634087-12636382, already analyzed...
Skipping chr1:12636883-12637608, already analyzed...
Skipping chr1:12638109-12640265, already analyzed...
Skipping chr1:12640766-12643925, already analyzed...
Skipping chr1:12644426-12645383, already analyzed...
Skipping chr1:12645884-12648350, already analyzed...
Skipping chr1:12648851-12650546, already analyzed...
Skipping chr1:12651047-12658984, already analyzed...
Skipping chr1:12659485-12661080, already analyzed...
Skipping chr1:12661581-12664891, already analyzed...
Skipping chr1:12665392-12666341, already analyzed...
Skipping chr1:12666842-12670525, already analyzed...
Skipping chr1:12671026-12673133, already analyzed...
Skipping chr1:12673634-12676313, already analyzed...
Skipping chr1:12676814-12679198, already analyzed...
Skipping chr1:12679699-12681894, already analyzed...
Skipping chr1:12682395-12683757, already analyzed...
Skipping chr1:12684258-12686231, already analyzed...
Skipping chr1:12686732-12690606, already analyzed...
Skipping chr1:12691107-12692411, already analyzed...
Skipping chr1:12692912-12694423, already analyzed...
Skipping chr1:12694924-12696574, already analyzed...
Skipping chr1:12697075-12699400, already analyzed...
Skipping chr1:12699901-12700518, already analyzed...
Skipping chr1:12701019-12704702, already analyzed...
Skipping chr1:12705203-12706794, already analyzed...
Skipping chr1:12707295-12708519, already analyzed...
Skipping chr1:12709020-12710709, already analyzed...
Skipping chr1:12711210-12715283, already analyzed...
Skipping chr1:12715784-12717536, already analyzed...
Skipping chr1:12718037-12719468, already analyzed...
Skipping chr1:12719969-12721851, already analyzed...
Skipping chr1:12722352-12723858, already analyzed...
Skipping chr1:12724359-12735185, already analyzed...
Skipping chr1:12735686-12737185, already analyzed...
Skipping chr1:12737686-12738409, already analyzed...
Skipping chr1:12738910-12739645, already analyzed...
Skipping chr1:12740146-12742452, already analyzed...
Skipping chr1:12742953-12747236, already analyzed...
Skipping chr1:12747737-12750272, already analyzed...
Skipping chr1:12750773-12752622, already analyzed...
Skipping chr1:12753123-12754309, already analyzed...
Skipping chr1:12754810-12757451, already analyzed...
Skipping chr1:12757952-12759304, already analyzed...
Skipping chr1:12759805-12762336, already analyzed...
Skipping chr1:12762837-12765722, already analyzed...
Skipping chr1:12766223-12767251, already analyzed...
Skipping chr1:12767752-12768730, already analyzed...
Skipping chr1:12769231-12772306, already analyzed...
Skipping chr1:12772807-12776142, already analyzed...
Skipping chr1:12776643-12778661, already analyzed...
Skipping chr1:12779162-12780762, already analyzed...
Skipping chr1:12781263-12783488, already analyzed...
Skipping chr1:12783989-12786047, already analyzed...
Skipping chr1:12786548-12788756, already analyzed...
Skipping chr1:12789257-12794477, already analyzed...
Skipping chr1:12794978-12795537, already analyzed...
Skipping chr1:12796038-12799012, already analyzed...
Skipping chr1:12799513-12805004, already analyzed...
Skipping chr1:12805505-12808002, already analyzed...
Skipping chr1:12808503-12809998, already analyzed...
Skipping chr1:12810499-12812634, already analyzed...
Skipping chr1:12813135-12813784, already analyzed...
Skipping chr1:12814285-12818309, already analyzed...
Skipping chr1:12818810-12820059, already analyzed...
Skipping chr1:12820560-12821391, already analyzed...
Skipping chr1:12821892-12822782, already analyzed...
Skipping chr1:12823283-12825991, already analyzed...
Skipping chr1:12826492-12828367, already analyzed...
Skipping chr1:12828868-12830643, already analyzed...
Skipping chr1:12831144-12834451, already analyzed...
Skipping chr1:12834952-12836943, already analyzed...
Skipping chr1:12837444-12838167, already analyzed...
Skipping chr1:12838668-12839885, already analyzed...
Skipping chr1:12840386-12842347, already analyzed...
Skipping chr1:12842848-12843358, already analyzed...
Skipping chr1:12843859-12846140, already analyzed...
Skipping chr1:12846641-12848157, already analyzed...
Skipping chr1:12848658-12850093, already analyzed...
Skipping chr1:12850594-12853347, already analyzed...
Skipping chr1:12853848-12855736, already analyzed...
Skipping chr1:12856237-12857847, already analyzed...
Skipping chr1:12858348-12860859, already analyzed...
Skipping chr1:12861360-12863139, already analyzed...
Skipping chr1:12863640-12864514, already analyzed...
Skipping chr1:12865015-12866948, already analyzed...
Skipping chr1:12867449-12870625, already analyzed...
Skipping chr1:12871126-12872525, already analyzed...
Skipping chr1:12873026-12874981, already analyzed...
Skipping chr1:12875482-12877615, already analyzed...
Skipping chr1:12878116-12878847, already analyzed...
Skipping chr1:12879348-12880638, already analyzed...
Skipping chr1:12881139-12881752, already analyzed...
Skipping chr1:12882253-12883005, already analyzed...
Skipping chr1:12883506-12885271, already analyzed...
Skipping chr1:12885772-12887453, already analyzed...
Skipping chr1:12887954-12893247, already analyzed...
Skipping chr1:12893748-12895147, already analyzed...
Skipping chr1:12895648-12896854, already analyzed...
Skipping chr1:12897355-12898845, already analyzed...
Skipping chr1:12899346-12901246, already analyzed...
Skipping chr1:12901747-12902662, already analyzed...
Skipping chr1:12903163-12904691, already analyzed...
Skipping chr1:12905192-12907352, already analyzed...
Skipping chr1:12907853-12911657, already analyzed...
Skipping chr1:12912158-12916251, already analyzed...
Skipping chr1:12916752-12918290, already analyzed...
Skipping chr1:12918791-12921651, already analyzed...
Skipping chr1:12922152-12924445, already analyzed...
Skipping chr1:12924946-12927827, already analyzed...
Skipping chr1:12928328-12931089, already analyzed...
Skipping chr1:12931590-12933688, already analyzed...
Skipping chr1:12934189-12935958, already analyzed...
Skipping chr1:12936459-12938645, already analyzed...
Skipping chr1:12939146-12941148, already analyzed...
Skipping chr1:12941649-12944500, already analyzed...
Skipping chr1:12945001-12946664, already analyzed...
Skipping chr1:12947165-12948775, already analyzed...
Skipping chr1:12949276-12952277, already analyzed...
Skipping chr1:12952778-12954107, already analyzed...
Skipping chr1:12954608-12955782, already analyzed...
Skipping chr1:12956283-12957853, already analyzed...
Skipping chr1:12958354-12962110, already analyzed...
Skipping chr1:12962611-12965193, already analyzed...
Skipping chr1:12965694-12966896, already analyzed...
Skipping chr1:12967397-12969907, already analyzed...
Skipping chr1:12970408-12973878, already analyzed...
Skipping chr1:12974379-12978702, already analyzed...
Skipping chr1:12979203-12980451, already analyzed...
Skipping chr1:12980952-12982832, already analyzed...
Skipping chr1:12983333-12987168, already analyzed...
Skipping chr1:12987669-12989077, already analyzed...
Skipping chr1:12989578-12992065, already analyzed...
Skipping chr1:12992566-12995439, already analyzed...
Skipping chr1:12995940-12998243, already analyzed...
Skipping chr1:12998744-13001540, already analyzed...
Skipping chr1:13002041-13003628, already analyzed...
Skipping chr1:13004129-13005509, already analyzed...
Skipping chr1:13006010-13007867, already analyzed...
Skipping chr1:13008368-13010161, already analyzed...
Skipping chr1:13010662-13013172, already analyzed...
Skipping chr1:13013673-13015638, already analyzed...
Skipping chr1:13016139-13017797, already analyzed...
Skipping chr1:13018298-13020076, already analyzed...
Skipping chr1:13020577-13023480, already analyzed...
Skipping chr1:13023981-13026550, already analyzed...
Skipping chr1:13027051-13030072, already analyzed...
Skipping chr1:13030573-13032230, already analyzed...
Skipping chr1:13032731-13034750, already analyzed...
Skipping chr1:13035251-13039553, already analyzed...
Skipping chr1:13040054-13041167, already analyzed...
Skipping chr1:13041668-13042887, already analyzed...
Skipping chr1:13043388-13044474, already analyzed...
Skipping chr1:13044975-13046824, already analyzed...
Skipping chr1:13047325-13048882, already analyzed...
Skipping chr1:13049383-13051491, already analyzed...
Skipping chr1:13051992-13053816, already analyzed...
